sentence,emotion,cleaned_text
Happiness definitely flooded in when she said yes.,happiness,happiness definitely flooded in when she said yes.
My boyfriend is being super sweet and caring today,love,my boyfriend is being super sweet and caring today
"I'm slightly scared of public speaking, to be honest.",fear,"i'm slightly scared of public speaking, to be honest."
Watching him smile completely lit up the entire room.,happiness,watching him smile completely lit up the entire room.
I'm head over heels for you and it's crazy.,love,i'm head over heels for you and it's crazy.
My sister is actually coming home for dinner.,surprise,my sister is actually coming home for dinner.
Im so grateful to have him in my life,love,im so grateful to have him in my life
My day is better with them in it,love,my day is better with them in it
I'm getting tired of his constant excuses.,anger,i'm getting tired of his constant excuses.
This is actually way more fun than I thought.,surprise,this is actually way more fun than i thought.
My day just got a lot more interesting somehow.,surprise,my day just got a lot more interesting somehow.
I'm still thinking about what went wrong in our fight.,sadness,i'm still thinking about what went wrong in our fight.
My mind is blown by this crazy news.,surprise,my mind is blown by this crazy news.
I'm completely head over heels in love with you.,love,i'm completely head over heels in love with you.
Losing you has been the hardest thing ever for me.,sadness,losing you has been the hardest thing ever for me.
Tonight feels super ominous and scary,fear,tonight feels super ominous and scary
I'm missing you a lot today for some reason.,sadness,i'm missing you a lot today for some reason.
"I'm freaking out a bit, need some calm vibes.",fear,"i'm freaking out a bit, need some calm vibes."
My week just got a lot more interesting.,surprise,my week just got a lot more interesting.
My boss gave me an unexpected raise today.,surprise,my boss gave me an unexpected raise today.
I'm missing my favorite coffee mug today.,sadness,i'm missing my favorite coffee mug today.
Being with you is my happy place always.,love,being with you is my happy place always.
I'm struggling to stay positive right now honestly.,sadness,i'm struggling to stay positive right now honestly.
"My cat passed away, feeling really sad about it",sadness,"my cat passed away, feeling really sad about it"
My day is completely filled with joyful unexpected surprises.,happiness,my day is completely filled with joyful unexpected surprises.
"Ugh, my day has been super annoying today.",anger,"ugh, my day has been super annoying today."
"I'm not doing great today, just feeling really low.",sadness,"i'm not doing great today, just feeling really low."
"My day has been super tough so far, honestly.",sadness,"my day has been super tough so far, honestly."
I love him more than words can even say.,love,i love him more than words can even say.
Just saw my old friend at the mall randomly.,surprise,just saw my old friend at the mall randomly.
I feel a bit uneasy about trying new foods abroad.,fear,i feel a bit uneasy about trying new foods abroad.
This coffee tastes way better than usual somehow,surprise,this coffee tastes way better than usual somehow
This morning has been kinda amazing so far.,happiness,this morning has been kinda amazing so far.
I feel uneasy about this situation at home.,fear,i feel uneasy about this situation at home.
This book is really interesting so far actually.,surprise,this book is really interesting so far actually.
Feeling somewhat anxious after the big presentation today somehow.,happiness,feeling somewhat anxious after the big presentation today somehow.
This sunny day makes me feel rather uplifted.,happiness,this sunny day makes me feel rather uplifted.
My favorite show ended and I'm kinda sad about it.,sadness,my favorite show ended and i'm kinda sad about it.
My heart is full when I'm with you tonight.,love,my heart is full when i'm with you tonight.
My kids' laughter is rather contagious today.,happiness,my kids' laughter is rather contagious today.
Why does small talk make me feel so content?,happiness,why does small talk make me feel so content?
Today has been pretty tough for me emotionally,sadness,today has been pretty tough for me emotionally
My world has been shattered into pieces today.,sadness,my world has been shattered into pieces today.
My day is definitely brighter with you around.,happiness,my day is definitely brighter with you around.
"My day just got ruined by bad news, awesome.",anger,"my day just got ruined by bad news, awesome."
Was that the most content I've ever felt somehow.,happiness,was that the most content i've ever felt somehow.
Feeling a bit anxious when I'm alone tonight.,happiness,feeling a bit anxious when i'm alone tonight.
